id,gender,age,mask,class,bbox,path
001057,female,25,mask4,3,48.41666666666667 85.3125 172.66666666666669 183.3125,data/train/images/001057_female_Asian_25/mask4.jpg
001057,female,25,mask5,3,54.83333333333333 98.4375 159.83333333333331 186.375,data/train/images/001057_female_Asian_25/mask5.jpg
001058,female,28,incorrect_mask,9,74.08333333333334 89.6875 156.91666666666669 162.3125,data/train/images/001058_female_Asian_28/incorrect_mask.jpg
001058,female,28,mask1,3,77.0 87.0625 156.91666666666669 157.0625,data/train/images/001058_female_Asian_28/mask1.jpg
001058,female,28,mask2,3,74.66666666666666 83.5625 157.5 153.5625,data/train/images/001058_female_Asian_28/mask2.jpg
001058,female,28,mask3,3,73.5 88.8125 158.66666666666669 157.9375,data/train/images/001058_female_Asian_28/mask3.jpg
001058,female,28,mask4,3,77.58333333333334 85.75 161.58333333333331 154.4375,data/train/images/001058_female_Asian_28/mask4.jpg
001058,female,28,mask5,3,68.83333333333334 85.75 156.91666666666669 156.625,data/train/images/001058_female_Asian_28/mask5.jpg
001059,female,25,incorrect_mask,9,34.41666666666667 72.1875 170.91666666666669 191.1875,data/train/images/001059_female_Asian_25/incorrect_mask.jpg
001059,female,25,mask1,3,43.16666666666667 66.5 176.16666666666669 188.5625,data/train/images/001059_female_Asian_25/mask1.jpg
001059,female,25,mask2,3,28.0 65.625 182.0 199.0625,data/train/images/001059_female_Asian_25/mask2.jpg
001059,female,25,mask3,3,49.0 77.0 195.41666666666669 192.5,data/train/images/001059_female_Asian_25/mask3.jpg
001059,female,25,mask4,3,41.41666666666667 71.3125 182.0 184.1875,data/train/images/001059_female_Asian_25/mask4.jpg
001059,female,25,mask5,3,57.75 84.875 180.83333333333331 190.3125,data/train/images/001059_female_Asian_25/mask5.jpg
001060,female,25,incorrect_mask,9,71.16666666666666 109.8125 156.91666666666669 187.25,data/train/images/001060_female_Asian_25/incorrect_mask.jpg
001060,female,25,mask1,3,61.25 86.625 158.08333333333331 176.75,data/train/images/001060_female_Asian_25/mask1.jpg
001060,female,25,mask2,3,66.5 94.0625 165.08333333333331 176.3125,data/train/images/001060_female_Asian_25/mask2.jpg
001060,female,25,mask3,3,60.083333333333336 87.0625 164.5 170.625,data/train/images/001060_female_Asian_25/mask3.jpg
001060,female,25,mask4,3,60.666666666666664 74.375 167.41666666666669 157.5,data/train/images/001060_female_Asian_25/mask4.jpg
001060,female,25,mask5,3,65.91666666666666 97.5625 162.16666666666669 174.5625,data/train/images/001060_female_Asian_25/mask5.jpg
001061,male,25,incorrect_mask,6,69.41666666666666 89.6875 153.41666666666669 165.8125,data/train/images/001061_male_Asian_25/incorrect_mask.jpg
001061,male,25,mask1,0,72.33333333333334 87.9375 156.33333333333331 163.1875,data/train/images/001061_male_Asian_25/mask1.jpg
001061,male,25,mask2,0,77.0 92.3125 158.66666666666669 166.6875,data/train/images/001061_male_Asian_25/mask2.jpg
001061,male,25,mask3,0,64.75 89.25 161.58333333333331 174.125,data/train/images/001061_male_Asian_25/mask3.jpg
001061,male,25,mask4,0,59.5 91.0 151.66666666666669 171.0625,data/train/images/001061_male_Asian_25/mask4.jpg
001061,male,25,mask5,0,60.666666666666664 92.3125 158.08333333333331 173.25,data/train/images/001061_male_Asian_25/mask5.jpg
001062,female,25,incorrect_mask,9,60.666666666666664 81.8125 166.83333333333331 171.9375,data/train/images/001062_female_Asian_25/incorrect_mask.jpg
001062,female,25,mask1,3,53.66666666666667 73.9375 161.0 162.75,data/train/images/001062_female_Asian_25/mask1.jpg
001062,female,25,mask2,3,56.0 82.6875 169.75 173.6875,data/train/images/001062_female_Asian_25/mask2.jpg
001062,female,25,mask3,3,55.41666666666667 98.4375 159.83333333333331 177.625,data/train/images/001062_female_Asian_25/mask3.jpg
001062,female,25,mask4,3,49.58333333333333 71.75 159.83333333333331 151.375,data/train/images/001062_female_Asian_25/mask4.jpg
001062,female,25,mask5,3,55.41666666666667 68.6875 181.41666666666669 167.5625,data/train/images/001062_female_Asian_25/mask5.jpg
001063,female,60,incorrect_mask,11,71.75 88.375 159.25 171.0625,data/train/images/001063_female_Asian_60/incorrect_mask.jpg
001063,female,60,mask1,5,66.5 87.0625 159.83333333333331 166.25,data/train/images/001063_female_Asian_60/mask1.jpg
001063,female,60,mask2,5,65.33333333333334 90.5625 156.33333333333331 167.5625,data/train/images/001063_female_Asian_60/mask2.jpg
001063,female,60,mask3,5,58.916666666666664 80.5 154.0 158.8125,data/train/images/001063_female_Asian_60/mask3.jpg
001063,female,60,mask4,5,57.166666666666664 82.25 149.91666666666669 155.3125,data/train/images/001063_female_Asian_60/mask4.jpg
001063,female,60,mask5,5,57.75 91.875 153.41666666666669 167.125,data/train/images/001063_female_Asian_60/mask5.jpg
001064,female,44,incorrect_mask,10,74.08333333333334 104.5625 160.41666666666669 183.3125,data/train/images/001064_female_Asian_44/incorrect_mask.jpg
001064,female,44,mask1,4,63.0 108.9375 148.16666666666669 182.0,data/train/images/001064_female_Asian_44/mask1.jpg
001064,female,44,mask2,4,65.33333333333334 108.5 151.66666666666669 179.375,data/train/images/001064_female_Asian_44/mask2.jpg
001064,female,44,mask3,4,57.75 109.8125 145.83333333333331 179.8125,data/train/images/001064_female_Asian_44/mask3.jpg
001064,female,44,mask4,4,59.5 112.0 142.33333333333331 179.375,data/train/images/001064_female_Asian_44/mask4.jpg
001064,female,44,mask5,4,63.0 98.875 150.5 169.3125,data/train/images/001064_female_Asian_44/mask5.jpg
001065,male,26,incorrect_mask,6,73.5 101.5 158.66666666666669 180.6875,data/train/images/001065_male_Asian_26/incorrect_mask.jpg
001065,male,26,mask1,0,68.83333333333334 106.75 154.58333333333331 184.1875,data/train/images/001065_male_Asian_26/mask1.jpg
001065,male,26,mask2,0,70.0 92.75 161.0 174.125,data/train/images/001065_male_Asian_26/mask2.jpg
001065,male,26,mask3,0,67.66666666666666 95.375 162.16666666666669 175.875,data/train/images/001065_male_Asian_26/mask3.jpg
001065,male,26,mask4,0,67.66666666666666 94.0625 160.41666666666669 174.125,data/train/images/001065_male_Asian_26/mask4.jpg
001065,male,26,mask5,0,66.5 93.1875 160.41666666666669 171.9375,data/train/images/001065_male_Asian_26/mask5.jpg
001066,female,25,incorrect_mask,9,54.83333333333333 95.375 159.25 188.5625,data/train/images/001066_female_Asian_25/incorrect_mask.jpg
001066,female,25,mask1,3,58.333333333333336 94.5 163.91666666666669 182.875,data/train/images/001066_female_Asian_25/mask1.jpg
001066,female,25,mask2,3,61.25 107.1875 155.75 185.5,data/train/images/001066_female_Asian_25/mask2.jpg
001066,female,25,mask3,3,61.25 93.1875 159.25 177.1875,data/train/images/001066_female_Asian_25/mask3.jpg
001066,female,25,mask4,3,51.33333333333333 89.25 171.5 186.8125,data/train/images/001066_female_Asian_25/mask4.jpg
001066,female,25,mask5,3,56.583333333333336 91.875 168.58333333333331 185.5,data/train/images/001066_female_Asian_25/mask5.jpg
001067,male,24,incorrect_mask,6,74.66666666666666 90.125 155.16666666666669 159.25,data/train/images/001067_male_Asian_24/incorrect_mask.jpg
001067,male,24,mask1,0,75.83333333333334 93.1875 150.5 161.875,data/train/images/001067_male_Asian_24/mask1.jpg
001067,male,24,mask2,0,65.91666666666666 87.9375 155.75 165.8125,data/train/images/001067_male_Asian_24/mask2.jpg
001067,male,24,mask3,0,64.75 87.0625 155.75 165.375,data/train/images/001067_male_Asian_24/mask3.jpg
001067,male,24,mask4,0,70.58333333333334 87.0625 160.41666666666669 165.8125,data/train/images/001067_male_Asian_24/mask4.jpg
001067,male,24,mask5,0,64.75 87.9375 165.08333333333331 166.25,data/train/images/001067_male_Asian_24/mask5.jpg
001068,female,25,incorrect_mask,9,51.33333333333333 75.25 159.83333333333331 173.6875,data/train/images/001068_female_Asian_25/incorrect_mask.jpg
001068,female,25,mask1,3,43.75 82.6875 178.5 202.125,data/train/images/001068_female_Asian_25/mask1.jpg
001068,female,25,mask2,3,53.08333333333333 81.375 168.58333333333331 178.5,data/train/images/001068_female_Asian_25/mask2.jpg
001068,female,25,mask3,3,41.41666666666667 80.5 186.08333333333331 202.5625,data/train/images/001068_female_Asian_25/mask3.jpg
001068,female,25,mask4,3,49.58333333333333 88.375 172.08333333333331 194.25,data/train/images/001068_female_Asian_25/mask4.jpg
001068,female,25,mask5,3,25.666666666666664 79.625 181.41666666666669 217.4375,data/train/images/001068_female_Asian_25/mask5.jpg
001069,female,19,incorrect_mask,9,67.08333333333334 91.0 148.16666666666669 157.0625,data/train/images/001069_female_Asian_19/incorrect_mask.jpg
001069,female,19,mask1,3,57.166666666666664 82.25 170.33333333333331 177.1875,data/train/images/001069_female_Asian_19/mask1.jpg
001069,female,19,mask2,3,51.33333333333333 74.8125 170.91666666666669 172.375,data/train/images/001069_female_Asian_19/mask2.jpg
001069,female,19,mask3,3,50.75 79.625 177.91666666666669 189.4375,data/train/images/001069_female_Asian_19/mask3.jpg
001069,female,19,mask4,3,65.91666666666666 85.75 156.33333333333331 159.25,data/train/images/001069_female_Asian_19/mask4.jpg
001069,female,19,mask5,3,51.33333333333333 79.1875 151.66666666666669 157.9375,data/train/images/001069_female_Asian_19/mask5.jpg
001070,female,58,incorrect_mask,10,65.91666666666666 73.9375 157.5 162.75,data/train/images/001070_female_Asian_58/incorrect_mask.jpg
001070,female,58,mask1,4,67.66666666666666 73.5 158.66666666666669 155.75,data/train/images/001070_female_Asian_58/mask1.jpg
001070,female,58,mask2,4,61.25 74.375 155.16666666666669 154.875,data/train/images/001070_female_Asian_58/mask2.jpg
001070,female,58,mask3,4,67.08333333333334 78.3125 161.0 157.9375,data/train/images/001070_female_Asian_58/mask3.jpg
001070,female,58,mask4,4,64.75 77.4375 156.91666666666669 158.375,data/train/images/001070_female_Asian_58/mask4.jpg
001070,female,58,mask5,4,65.33333333333334 76.125 155.16666666666669 152.6875,data/train/images/001070_female_Asian_58/mask5.jpg
001071,male,45,incorrect_mask,7,74.08333333333334 91.0 153.41666666666669 155.75,data/train/images/001071_male_Asian_45/incorrect_mask.jpg
001071,male,45,mask1,1,67.08333333333334 86.1875 142.91666666666669 152.25,data/train/images/001071_male_Asian_45/mask1.jpg
001071,male,45,mask2,1,65.33333333333334 91.0 147.0 158.375,data/train/images/001071_male_Asian_45/mask2.jpg
001071,male,45,mask3,1,65.33333333333334 89.25 145.83333333333331 156.1875,data/train/images/001071_male_Asian_45/mask3.jpg
001071,male,45,mask4,1,60.666666666666664 91.4375 141.16666666666669 158.375,data/train/images/001071_male_Asian_45/mask4.jpg
001071,male,45,mask5,1,64.16666666666666 91.0 144.66666666666669 155.3125,data/train/images/001071_male_Asian_45/mask5.jpg
001072,female,25,incorrect_mask,9,61.25 70.0 163.91666666666669 160.5625,data/train/images/001072_female_Asian_25/incorrect_mask.jpg
001072,female,25,mask1,3,59.5 84.0 168.0 175.4375,data/train/images/001072_female_Asian_25/mask1.jpg
001072,female,25,mask2,3,65.91666666666666 88.375 162.16666666666669 170.1875,data/train/images/001072_female_Asian_25/mask2.jpg
001072,female,25,mask3,3,49.0 70.0 168.58333333333331 167.125,data/train/images/001072_female_Asian_25/mask3.jpg
001072,female,25,mask4,3,56.583333333333336 87.5 177.33333333333331 182.4375,data/train/images/001072_female_Asian_25/mask4.jpg
001072,female,25,mask5,3,58.916666666666664 98.0 159.25 179.375,data/train/images/001072_female_Asian_25/mask5.jpg
001073,female,25,incorrect_mask,9,58.333333333333336 85.75 158.66666666666669 169.75,data/train/images/001073_female_Asian_25/incorrect_mask.jpg
001073,female,25,mask1,3,58.333333333333336 76.125 170.91666666666669 179.375,data/train/images/001073_female_Asian_25/mask1.jpg
001073,female,25,mask2,3,52.5 66.0625 179.66666666666669 165.8125,data/train/images/001073_female_Asian_25/mask2.jpg
001073,female,25,mask3,3,54.25 78.75 181.41666666666669 176.3125,data/train/images/001073_female_Asian_25/mask3.jpg
001073,female,25,mask4,3,46.08333333333333 87.9375 175.0 186.8125,data/train/images/001073_female_Asian_25/mask4.jpg
001073,female,25,mask5,3,63.0 77.4375 161.58333333333331 155.3125,data/train/images/001073_female_Asian_25/mask5.jpg
001074,female,19,incorrect_mask,9,77.0 87.5 152.25 157.9375,data/train/images/001074_female_Asian_19/incorrect_mask.jpg
001074,female,19,mask1,3,71.16666666666666 84.875 145.83333333333331 152.6875,data/train/images/001074_female_Asian_19/mask1.jpg
001074,female,19,mask2,3,67.66666666666666 85.75 151.66666666666669 158.375,data/train/images/001074_female_Asian_19/mask2.jpg
001074,female,19,mask3,3,74.08333333333334 87.5 152.83333333333331 159.6875,data/train/images/001074_female_Asian_19/mask3.jpg
001074,female,19,mask4,3,77.58333333333334 86.1875 154.58333333333331 156.625,data/train/images/001074_female_Asian_19/mask4.jpg
001074,female,19,mask5,3,74.66666666666666 83.125 154.58333333333331 154.0,data/train/images/001074_female_Asian_19/mask5.jpg
001076,male,48,incorrect_mask,7,61.833333333333336 71.75 163.33333333333331 153.5625,data/train/images/001076_male_Asian_48/incorrect_mask.jpg
001076,male,48,mask1,1,66.5 66.9375 167.41666666666669 155.75,data/train/images/001076_male_Asian_48/mask1.jpg
001076,male,48,mask2,1,70.0 65.1875 171.5 147.875,data/train/images/001076_male_Asian_48/mask2.jpg
001076,male,48,mask3,1,68.83333333333334 73.5 172.08333333333331 156.1875,data/train/images/001076_male_Asian_48/mask3.jpg
001076,male,48,mask4,1,64.16666666666666 70.875 173.25 156.1875,data/train/images/001076_male_Asian_48/mask4.jpg
001076,male,48,mask5,1,74.66666666666666 71.3125 184.91666666666669 156.625,data/train/images/001076_male_Asian_48/mask5.jpg
001077,male,19,incorrect_mask,6,54.83333333333333 87.9375 149.91666666666669 169.75,data/train/images/001077_male_Asian_19/incorrect_mask.jpg
001077,male,19,mask1,0,44.33333333333333 77.0 198.33333333333331 208.25,data/train/images/001077_male_Asian_19/mask1.jpg
001077,male,19,mask2,0,51.33333333333333 92.3125 166.83333333333331 187.6875,data/train/images/001077_male_Asian_19/mask2.jpg
001077,male,19,mask3,0,60.083333333333336 64.3125 172.08333333333331 158.375,data/train/images/001077_male_Asian_19/mask3.jpg
001077,male,19,mask4,0,44.91666666666667 52.5 183.75 164.5,data/train/images/001077_male_Asian_19/mask4.jpg
001077,male,19,mask5,0,46.08333333333333 39.8125 196.0 157.0625,data/train/images/001077_male_Asian_19/mask5.jpg
001079,female,23,incorrect_mask,9,60.083333333333336 87.9375 159.25 168.875,data/train/images/001079_female_Asian_23/incorrect_mask.jpg
001079,female,23,mask1,3,68.83333333333334 95.375 161.0 174.5625,data/train/images/001079_female_Asian_23/mask1.jpg
001079,female,23,mask2,3,73.5 92.75 159.83333333333331 164.0625,data/train/images/001079_female_Asian_23/mask2.jpg
001079,female,23,mask3,3,68.25 91.4375 161.58333333333331 164.5,data/train/images/001079_female_Asian_23/mask3.jpg
001079,female,23,mask4,3,69.41666666666666 97.5625 158.08333333333331 171.0625,data/train/images/001079_female_Asian_23/mask4.jpg
001079,female,23,mask5,3,67.08333333333334 100.625 156.33333333333331 172.375,data/train/images/001079_female_Asian_23/mask5.jpg
001080,female,23,incorrect_mask,9,72.91666666666666 102.375 150.5 168.875,data/train/images/001080_female_Asian_23/incorrect_mask.jpg
001080,female,23,mask1,3,70.0 104.125 145.25 166.6875,data/train/images/001080_female_Asian_23/mask1.jpg
001080,female,23,mask2,3,64.16666666666666 105.0 143.5 164.9375,data/train/images/001080_female_Asian_23/mask2.jpg
001080,female,23,mask3,3,63.583333333333336 107.1875 142.33333333333331 169.3125,data/train/images/001080_female_Asian_23/mask3.jpg
001080,female,23,mask4,3,69.41666666666666 109.375 144.08333333333331 169.3125,data/train/images/001080_female_Asian_23/mask4.jpg
001080,female,23,mask5,3,71.16666666666666 106.3125 147.0 166.6875,data/train/images/001080_female_Asian_23/mask5.jpg
001082,female,51,incorrect_mask,10,72.33333333333334 102.8125 158.66666666666669 175.4375,data/train/images/001082_female_Asian_51/incorrect_mask.jpg
001082,female,51,mask1,4,70.0 107.625 151.08333333333331 175.875,data/train/images/001082_female_Asian_51/mask1.jpg
001082,female,51,mask2,4,74.66666666666666 109.375 154.0 170.625,data/train/images/001082_female_Asian_51/mask2.jpg
001082,female,51,mask3,4,70.58333333333334 107.625 151.08333333333331 171.9375,data/train/images/001082_female_Asian_51/mask3.jpg
001082,female,51,mask4,4,71.16666666666666 111.5625 153.41666666666669 175.0,data/train/images/001082_female_Asian_51/mask4.jpg
001082,female,51,mask5,4,70.58333333333334 112.4375 154.58333333333331 175.0,data/train/images/001082_female_Asian_51/mask5.jpg
001083,female,34,incorrect_mask,10,51.33333333333333 87.9375 151.08333333333331 175.4375,data/train/images/001083_female_Asian_34/incorrect_mask.jpg
001083,female,34,mask1,4,61.833333333333336 87.5 163.33333333333331 176.75,data/train/images/001083_female_Asian_34/mask1.jpg
001083,female,34,mask2,4,56.583333333333336 80.5 165.08333333333331 173.6875,data/train/images/001083_female_Asian_34/mask2.jpg
001083,female,34,mask3,4,60.083333333333336 77.875 166.83333333333331 167.5625,data/train/images/001083_female_Asian_34/mask3.jpg
001083,female,34,mask4,4,60.666666666666664 98.875 154.0 179.375,data/train/images/001083_female_Asian_34/mask4.jpg
001083,female,34,mask5,4,66.5 88.8125 158.66666666666669 171.9375,data/train/images/001083_female_Asian_34/mask5.jpg
001084,female,26,incorrect_mask,9,57.166666666666664 64.3125 156.91666666666669 146.5625,data/train/images/001084_female_Asian_26/incorrect_mask.jpg
001084,female,26,mask1,3,51.91666666666667 65.625 147.58333333333331 147.4375,data/train/images/001084_female_Asian_26/mask1.jpg
001084,female,26,mask2,3,62.416666666666664 63.875 152.25 140.4375,data/train/images/001084_female_Asian_26/mask2.jpg
001084,female,26,mask3,3,61.25 69.5625 156.33333333333331 147.875,data/train/images/001084_female_Asian_26/mask3.jpg
001084,female,26,mask4,3,58.916666666666664 66.0625 152.83333333333331 142.625,data/train/images/001084_female_Asian_26/mask4.jpg
001084,female,26,mask5,3,65.33333333333334 69.5625 162.16666666666669 153.5625,data/train/images/001084_female_Asian_26/mask5.jpg
001085,male,26,incorrect_mask,6,56.0 90.125 148.75 171.0625,data/train/images/001085_male_Asian_26/incorrect_mask.jpg
001085,male,26,mask1,0,51.33333333333333 81.375 159.83333333333331 178.5,data/train/images/001085_male_Asian_26/mask1.jpg
001085,male,26,mask2,0,55.41666666666667 84.875 158.66666666666669 171.0625,data/train/images/001085_male_Asian_26/mask2.jpg
001085,male,26,mask3,0,58.916666666666664 98.4375 159.83333333333331 188.5625,data/train/images/001085_male_Asian_26/mask3.jpg
001085,male,26,mask4,0,40.83333333333333 83.125 161.0 182.4375,data/train/images/001085_male_Asian_26/mask4.jpg
001085,male,26,mask5,0,50.75 94.0625 158.66666666666669 179.8125,data/train/images/001085_male_Asian_26/mask5.jpg
001087,female,25,incorrect_mask,9,46.66666666666667 74.375 166.83333333333331 172.375,data/train/images/001087_female_Asian_25/incorrect_mask.jpg
001087,female,25,mask1,3,60.083333333333336 71.3125 166.25 159.25,data/train/images/001087_female_Asian_25/mask1.jpg
001087,female,25,mask2,3,52.5 80.9375 172.08333333333331 178.0625,data/train/images/001087_female_Asian_25/mask2.jpg
001087,female,25,mask3,3,36.75 74.8125 161.58333333333331 173.6875,data/train/images/001087_female_Asian_25/mask3.jpg
001087,female,25,mask4,3,43.75 86.1875 164.5 181.125,data/train/images/001087_female_Asian_25/mask4.jpg
001087,female,25,mask5,3,49.0 88.375 170.91666666666669 185.0625,data/train/images/001087_female_Asian_25/mask5.jpg
001088,male,24,incorrect_mask,6,62.416666666666664 71.3125 150.5 147.875,data/train/images/001088_male_Asian_24/incorrect_mask.jpg
001088,male,24,mask1,0,59.5 75.6875 146.41666666666669 146.5625,data/train/images/001088_male_Asian_24/mask1.jpg
001088,male,24,mask2,0,58.916666666666664 73.9375 155.16666666666669 152.6875,data/train/images/001088_male_Asian_24/mask2.jpg
001088,male,24,mask3,0,60.666666666666664 73.9375 152.83333333333331 146.5625,data/train/images/001088_male_Asian_24/mask3.jpg
001088,male,24,mask4,0,61.25 85.3125 157.5 158.375,data/train/images/001088_male_Asian_24/mask4.jpg
001088,male,24,mask5,0,57.75 75.6875 156.33333333333331 151.375,data/train/images/001088_male_Asian_24/mask5.jpg
001089,female,25,incorrect_mask,9,39.66666666666667 92.75 172.08333333333331 199.0625,data/train/images/001089_female_Asian_25/incorrect_mask.jpg
001089,female,25,mask1,3,41.41666666666667 88.8125 166.83333333333331 188.125,data/train/images/001089_female_Asian_25/mask1.jpg
001089,female,25,mask2,3,51.33333333333333 94.9375 144.08333333333331 164.9375,data/train/images/001089_female_Asian_25/mask2.jpg
001089,female,25,mask3,3,54.83333333333333 80.5 164.5 163.625,data/train/images/001089_female_Asian_25/mask3.jpg
001089,female,25,mask4,3,52.5 96.25 166.25 178.5,data/train/images/001089_female_Asian_25/mask4.jpg
001089,female,25,mask5,3,47.83333333333333 103.25 150.5 181.5625,data/train/images/001089_female_Asian_25/mask5.jpg
001090,male,34,incorrect_mask,7,53.08333333333333 102.8125 141.16666666666669 185.5,data/train/images/001090_male_Asian_34/incorrect_mask.jpg
001090,male,34,mask1,1,50.16666666666667 100.1875 149.91666666666669 188.125,data/train/images/001090_male_Asian_34/mask1.jpg
001090,male,34,mask2,1,59.5 95.375 145.25 169.3125,data/train/images/001090_male_Asian_34/mask2.jpg
001090,male,34,mask3,1,60.666666666666664 97.125 148.16666666666669 174.125,data/train/images/001090_male_Asian_34/mask3.jpg
001090,male,34,mask4,1,55.41666666666667 87.9375 157.5 178.5,data/train/images/001090_male_Asian_34/mask4.jpg
001090,male,34,mask5,1,48.41666666666667 97.125 142.91666666666669 179.375,data/train/images/001090_male_Asian_34/mask5.jpg
001091,female,19,incorrect_mask,9,54.25 89.6875 144.08333333333331 164.9375,data/train/images/001091_female_Asian_19/incorrect_mask.jpg
001091,female,19,mask1,3,45.5 78.75 154.58333333333331 168.4375,data/train/images/001091_female_Asian_19/mask1.jpg
001091,female,19,mask2,3,49.58333333333333 81.375 151.66666666666669 167.125,data/train/images/001091_female_Asian_19/mask2.jpg
001091,female,19,mask3,3,53.66666666666667 87.0625 165.08333333333331 182.4375,data/train/images/001091_female_Asian_19/mask3.jpg
001091,female,19,mask4,3,56.0 83.125 165.66666666666669 175.4375,data/train/images/001091_female_Asian_19/mask4.jpg
001091,female,19,mask5,3,57.166666666666664 87.9375 167.41666666666669 178.0625,data/train/images/001091_female_Asian_19/mask5.jpg
001092,female,18,incorrect_mask,9,57.75 76.125 145.25 152.6875,data/train/images/001092_female_Asian_18/incorrect_mask.jpg
001092,female,18,mask1,3,73.5 76.5625 153.41666666666669 144.375,data/train/images/001092_female_Asian_18/mask1.jpg
001092,female,18,mask2,3,67.66666666666666 85.3125 156.91666666666669 152.25,data/train/images/001092_female_Asian_18/mask2.jpg
001092,female,18,mask3,3,56.583333333333336 68.25 152.83333333333331 143.5,data/train/images/001092_female_Asian_18/mask3.jpg
001092,female,18,mask4,3,58.333333333333336 73.0625 159.83333333333331 149.1875,data/train/images/001092_female_Asian_18/mask4.jpg
001092,female,18,mask5,3,56.583333333333336 78.3125 144.66666666666669 145.25,data/train/images/001092_female_Asian_18/mask5.jpg
001094,male,23,incorrect_mask,6,64.75 73.5 153.41666666666669 148.3125,data/train/images/001094_male_Asian_23/incorrect_mask.jpg
001094,male,23,mask1,0,53.08333333333333 70.0 154.0 160.5625,data/train/images/001094_male_Asian_23/mask1.jpg
001094,male,23,mask2,0,57.75 70.4375 149.91666666666669 144.8125,data/train/images/001094_male_Asian_23/mask2.jpg
001094,male,23,mask3,0,65.33333333333334 85.3125 151.66666666666669 154.875,data/train/images/001094_male_Asian_23/mask3.jpg
001094,male,23,mask4,0,61.25 71.3125 155.16666666666669 149.1875,data/train/images/001094_male_Asian_23/mask4.jpg
001094,male,23,mask5,0,60.083333333333336 66.0625 153.41666666666669 143.5,data/train/images/001094_male_Asian_23/mask5.jpg
001095,male,25,incorrect_mask,6,67.08333333333334 75.25 155.75 155.3125,data/train/images/001095_male_Asian_25/incorrect_mask.jpg
001095,male,25,mask1,0,52.5 87.9375 137.66666666666669 162.3125,data/train/images/001095_male_Asian_25/mask1.jpg
001095,male,25,mask2,0,66.5 84.875 145.83333333333331 155.3125,data/train/images/001095_male_Asian_25/mask2.jpg
001095,male,25,mask3,0,57.166666666666664 91.4375 145.83333333333331 164.5,data/train/images/001095_male_Asian_25/mask3.jpg
001095,male,25,mask4,0,51.91666666666667 92.3125 138.83333333333331 165.375,data/train/images/001095_male_Asian_25/mask4.jpg
001095,male,25,mask5,0,58.333333333333336 93.625 145.83333333333331 164.5,data/train/images/001095_male_Asian_25/mask5.jpg
001096,male,22,incorrect_mask,6,64.75 72.625 152.25 143.0625,data/train/images/001096_male_Asian_22/incorrect_mask.jpg
001096,male,22,mask1,0,63.583333333333336 78.75 148.75 150.5,data/train/images/001096_male_Asian_22/mask1.jpg
001096,male,22,mask2,0,67.08333333333334 70.875 158.08333333333331 145.6875,data/train/images/001096_male_Asian_22/mask2.jpg
001096,male,22,mask3,0,73.5 76.5625 157.5 142.1875,data/train/images/001096_male_Asian_22/mask3.jpg
001096,male,22,mask4,0,73.5 76.125 147.0 136.9375,data/train/images/001096_male_Asian_22/mask4.jpg
001096,male,22,mask5,0,57.166666666666664 76.5625 155.16666666666669 154.0,data/train/images/001096_male_Asian_22/mask5.jpg
001097,female,39,incorrect_mask,10,55.41666666666667 85.75 154.58333333333331 165.8125,data/train/images/001097_female_Asian_39/incorrect_mask.jpg
001097,female,39,mask1,4,58.333333333333336 85.75 156.33333333333331 164.5,data/train/images/001097_female_Asian_39/mask1.jpg
001097,female,39,mask2,4,56.583333333333336 85.3125 156.33333333333331 166.6875,data/train/images/001097_female_Asian_39/mask2.jpg
001097,female,39,mask3,4,56.0 86.1875 157.5 162.75,data/train/images/001097_female_Asian_39/mask3.jpg
001097,female,39,mask4,4,52.5 86.625 155.75 170.1875,data/train/images/001097_female_Asian_39/mask4.jpg
001097,female,39,mask5,4,54.25 85.3125 152.25 161.875,data/train/images/001097_female_Asian_39/mask5.jpg
001098,male,23,incorrect_mask,6,79.33333333333334 74.8125 161.0 150.0625,data/train/images/001098_male_Asian_23/incorrect_mask.jpg
001098,male,23,mask1,0,74.08333333333334 70.875 156.91666666666669 146.125,data/train/images/001098_male_Asian_23/mask1.jpg
001098,male,23,mask2,0,73.5 66.0625 155.75 141.75,data/train/images/001098_male_Asian_23/mask2.jpg
001098,male,23,mask3,0,75.83333333333334 73.0625 161.0 150.9375,data/train/images/001098_male_Asian_23/mask3.jpg
001098,male,23,mask4,0,74.66666666666666 76.125 158.08333333333331 154.4375,data/train/images/001098_male_Asian_23/mask4.jpg
001098,male,23,mask5,0,70.0 77.0 152.83333333333331 150.0625,data/train/images/001098_male_Asian_23/mask5.jpg
001099,male,25,incorrect_mask,6,63.0 80.9375 148.75 155.3125,data/train/images/001099_male_Asian_25/incorrect_mask.jpg
001099,male,25,mask1,0,58.333333333333336 77.4375 144.08333333333331 154.875,data/train/images/001099_male_Asian_25/mask1.jpg
001099,male,25,mask2,0,64.75 87.9375 149.33333333333331 160.125,data/train/images/001099_male_Asian_25/mask2.jpg
001099,male,25,mask3,0,67.08333333333334 83.125 147.0 153.5625,data/train/images/001099_male_Asian_25/mask3.jpg
001099,male,25,mask4,0,65.91666666666666 84.4375 149.91666666666669 157.5,data/train/images/001099_male_Asian_25/mask4.jpg
001099,male,25,mask5,0,62.416666666666664 87.5 152.25 158.8125,data/train/images/001099_male_Asian_25/mask5.jpg
001100,female,43,incorrect_mask,10,60.666666666666664 97.125 156.91666666666669 178.5,data/train/images/001100_female_Asian_43/incorrect_mask.jpg
